baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,description,entrez,ensembl
344.2152383431238,8.308562516111408,2.3429040839701587,3.5462666068822446,3.907306843319883e-4,0.0027593670396962484,Lypla1,lysophospholipase 1,18777,
223.18919344383852,24.032867996520014,4.784982890701735,5.022560904704825,5.098702109719066e-7,1.174924548039904e-5,Npbwr1,neuropeptides B/W receptor 1,226304,
154.7856891738594,23.52670715749122,4.785091927046461,4.916667749790292,8.80297676153674e-7,1.5098442392911197e-5,Cpa6,carboxypeptidase A6,329093,
179.43218528694555,11.034556511261272,3.1749500281347833,3.4755055712621226,5.098914014321601e-4,0.0035443617823778155,Gm30898,"predicted gene, 30898",102632954,
436.3961184479531,12.316934200962518,2.797531475277188,4.402786638796305,1.0686925428401237e-5,9.792762092781089e-5,Sulf1,sulfatase 1,240725,
393.4444223743088,12.167147753093847,2.9881515604699516,4.071797399453293,4.665174905472559e-5,3.837059520645703e-4,Lactb2,"lactamase, beta 2",212442,
235.73077202314195,11.428343276479364,2.9631355242993878,3.8568412354954686,1.1486171218037167e-4,8.890057256603446e-4,Sbspon,"somatomedin B and thrombospondin, type 1 domain containing",226866,
129.50332930718392,10.56387924752662,3.6023880845247973,2.932465631037122,0.003362821409979243,0.02048195761379179,Rdh10,retinol dehydrogenase 10 (all-trans),98711,
115.59201511195816,23.11808925966879,4.785212713650685,4.831151851143473,1.3574542000715705e-6,1.8642522727554576e-5,Pi15,peptidase inhibitor 15,94227,
81.19816150519905,-23.331717669009556,4.785378806290014,-4.8756260713032376,1.0846389790136434e-6,1.6378548416736897e-5,Tfap2d,"transcription factor AP-2, delta",226896,
785.298102645242,-13.115963619727118,2.57001229876726,-5.103463367089084,3.3349309263609527e-7,9.42060487887894e-6,Crispld1,cysteine-rich secretory protein LCCL domain containing 1,83691,
230.73795835910104,11.397524166099666,3.021300311793196,3.772390358419892,1.6169102538917345e-4,0.001216320367298539,6720483E21Rik,RIKEN cDNA 6720483E21 gene,77741,
154.92284464911575,10.822416025913585,3.5567356731903947,3.0427945791669893,0.00234392277764747,0.014663165631529649,Gsta3,"glutathione S-transferase, alpha 3",14859,
252.6480686579123,11.528446707039668,3.058465144785723,3.769356903312807,1.6366871103257432e-4,0.0012300679640172927,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5",226922,
653.3842566320897,12.899191760045017,2.8249319545147378,4.5661955642612355,4.96655453531341e-6,4.823475370869881e-5,Col19a1,"collagen, type XIX, alpha 1",12823,
232.18338482142605,24.091527296241473,4.78497332648927,5.03483000895167,4.782730653154936e-7,1.1472951540452485e-5,Neurl3,neuralized E3 ubiquitin protein ligase 3,214854,
215.58652459095867,-11.250951044289971,3.0656741886386425,-3.6699761135693683,2.4257313462274714e-4,0.0017679456016233132,LOC108167617,NA,NA,
152.1827908133124,23.503109498788085,4.785098013632319,4.9117300067479945,9.027630631162058e-7,1.5098442392911197e-5,Ankrd39,ankyrin repeat domain 39,109346,
110.23821341760798,10.331520573150982,3.74089180397451,2.7617801087361733,0.005748718110739524,0.033578252237560204,Sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",20353,
228.63407741005767,11.384297602136966,3.016415580215672,3.7741144412611063,1.6057704008195007e-4,0.0012084952800655352,Gm33533,"predicted gene, 33533",102636476,
80.16926950484645,22.610375268667166,4.785423087578656,4.724843520598225,2.3029261597469824e-6,2.4732398243333306e-5,Gm39628,"predicted gene, 39628",105243908,
120.58878809950679,23.178698232228232,4.7851929594122655,4.843837736289556,1.2735495159673412e-6,1.7864584991103526e-5,Lipt1,lipoyltransferase 1,623661,
303.98619225652874,9.538796296961628,2.7175405397411443,3.51008426828114,4.479647018611375e-4,0.0031338401687843196,LOC108167619,NA,NA,
95.96018622549802,22.861019841413516,4.785310054797812,4.777333042086327,1.7763543154433705e-6,2.1526471230935044e-5,Npas2,neuronal PAS domain protein 2,18143,
458.0631821781314,12.386740388882975,2.561933563508596,4.834918658827045,1.3320008998324084e-6,1.840092980004568e-5,Cnot11,"CCR4-NOT transcription complex, subunit 11",52846,
695.2084254148892,12.98862000520891,2.39316821161728,5.427374449550843,5.71890678287619e-8,2.974557737480746e-6,Tbc1d8,"TBC1 domain family, member 8",54610,
976.3787946930004,-6.367295515752159,2.3558157068911525,-2.702798651493307,0.006875838376118892,0.03952762665064278,D930019O06Rik,RIKEN cDNA D930019O06,425051,
