"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Dataset","Celltype","Comparison","Description_title_case","GOPathways"
"80","BP","GO:0019221","cytokine-mediated signaling pathway","107/2342","415/15618",0.257831325301205,1.71938925642793,6.23852582029257,4.91156174449968e-09,3.11174722968191e-06,2.61030837041012e-06,"St18/Gpr35/Tnfrsf11a/Ikbke/Traf5/Arg1/Edar/Appl2/Irak3/Egfr/Vrk2/Flt4/Irgm2/Igtp/Ccl7/Ccl9/Ccl4/Ccl6/Cd300lf/Hif1a/Foxc1/Syk/Ror2/Fgfr4/Ntrk2/Pik3r1/Ptk2b/Osmr/Csf2rb/Tnfrsf13c/Irak4/Parp14/Hcls1/Tslp/Iigp1/Csf1r/Traf2/Traf1/Ifih1/Spi1/Mertk/Il1a/Birc7/Il6ra/Tifa/Ifnk/Cntfr/Musk/Trim32/Tek/Epha8/Padi2/Epha2/Tnfrsf1b/Isg15/Tnfrsf4/Fgfr3/Pdgfra/Cxcl10/Cav1/Irf5/Il17rc/Adipor2/Ptpn6/Cd4/Tnfrsf1a/Il11/Hpx/Il21r/Fgfr2/Ifitm2/Ifitm1/Crlf1/Il12rb1/Casp1/Yap1/Epor/Il10ra/Sin3a/Ackr4/Ccrl2/Ccr9/Ccr5/Cxcr6/Usp27x/Il13ra2/Il1rl2/Socs3/Naip5/Il31ra/Il7r/Il2rb/Il12a/Tie1/Pf4/Oas1c/Oas1b/Oas1a/Dok1/Pirb/Cebpa/Sigirr/Irf7/Il15/Ccr1/Ccr2/Eda",107,"negative vs positive","negative","positive","Cytokine-Mediated Signaling Pathway","Cytokine-Mediated
Signaling
Pathway"
"81","BP","GO:0021782","glial cell development","43/2342","142/15618",0.302816901408451,2.0193827353532,5.12519878191247,2.65034771371698e-06,0.000231765212071425,0.000194417678682006,"Cntn2/Myoc/Kcnj10/Adgrg6/Erbb3/Egfr/Cntnap1/Itgb4/Id2/Id4/Ror2/Ntrk2/Zfp488/Sox10/Ager/Csf1r/Sh3tc2/Vim/Abca2/Mdk/Mal/Nkx2-2/B4galt5/Tlr2/Tspan2/Tlr4/Pou3f1/Hes5/Fgfr3/Prdm8/Smo/C5ar1/Ercc2/Mag/Lgi4/Itgam/Nkx6-2/Nfix/Fa2h/Lamb2/Mobp/Plp1/Gpm6b",43,"negative vs positive","negative","positive","Glial Cell Development","Glial Cell
Development"
"82","BP","GO:0022010","central nervous system myelination","18/2342","34/15618",0.529411764705882,3.53046667001557,6.20382071776585,2.70904592846044e-07,4.41342282402326e-05,3.70222697712007e-05,"Cntn2/Kcnj10/Cntnap1/Id4/Sox10/Abca2/Mal/B4galt5/Tlr2/Hes5/Fgfr3/Ercc2/Mag/Nkx6-2/Fa2h/Mobp/Plp1/Gpm6b",18,"negative vs positive","negative","positive","Central Nervous System Myelination","Central
Nervous
System
Myelination"
"83","BP","GO:0022407","regulation of cell-cell adhesion","101/2342","418/15618",0.241626794258373,1.61132676034469,5.32106277674257,4.11392760384193e-07,5.70879045987678e-05,4.78885411391757e-05,"Sox13/F11r/Kif26b/Dusp10/Tnfaip3/Arg1/Vsir/Nodal/Itgb2/Icosl/Havcr2/Alox12/B4galnt2/Rara/Slc4a1/Foxj1/Gli3/Btn2a2/Syk/Pik3r1/Zmiz1/Bmp4/Lgals3/Tnfrsf13c/Ppara/Nckap1l/Runx1/Rasal3/H2-Oa/H2-Aa/H2-Eb1/Ager/Vegfa/Vav1/Mbp/Capn1/Gcnt1/Anxa1/Dock8/Prkcq/Dpp4/Spi1/Mdk/Rag2/Il1a/Sirpa/Ada/Sdc4/Il6ra/Tnfaip8l2/Vcam1/Plpp3/Ptafr/Pla2g5/Pdpn/Fgl2/Slc4a2/Emilin1/Rhoh/Hspb1/Cav1/Alox5/Ptpn6/Cd4/Lag3/Cd9/Plaur/Ceacam2/Cd37/Lrrc32/Swap70/Tspan32/Igf2/Il12rb1/Piezo1/Fut4/Icam1/Ets1/Cd276/Tbx18/Ccr5/Il1rl2/Pdcd1/Zc3h12d/Il23a/Tespa1/Nlrp3/Il7r/H2-DMb2/H2-Ob/Notch4/Cd5/Il12a/Akna/Sfn/Pf4/Gimap3/Itgal/Cd209c/Il15/Ccr2",101,"negative vs positive","negative","positive","Regulation Of Cell-Cell Adhesion","Regulation
Of
Cell-Cell
Adhesion"
"84","BP","GO:0022409","positive regulation of cell-cell adhesion","69/2342","269/15618",0.256505576208178,1.71054828745488,4.9372864266591,3.13991950775097e-06,0.000246829093800918,0.000207054108850334,"Sox13/F11r/Kif26b/Dusp10/Vsir/Nodal/Itgb2/Icosl/Havcr2/Rara/Slc4a1/Gli3/Btn2a2/Syk/Zmiz1/Tnfrsf13c/Nckap1l/Runx1/Rasal3/H2-Oa/H2-Aa/H2-Eb1/Ager/Vav1/Capn1/Gcnt1/Anxa1/Dock8/Prkcq/Dpp4/Mdk/Il1a/Sirpa/Ada/Il6ra/Vcam1/Plpp3/Ptafr/Pdpn/Emilin1/Rhoh/Cav1/Alox5/Cd4/Plaur/Ceacam2/Igf2/Il12rb1/Piezo1/Fut4/Icam1/Ets1/Cd276/Tbx18/Ccr5/Il1rl2/Il23a/Tespa1/Nlrp3/Il7r/H2-DMb2/H2-Ob/Cd5/Il12a/Gimap3/Itgal/Cd209c/Il15/Ccr2",69,"negative vs positive","negative","positive","Positive Regulation Of Cell-Cell Adhesion","Positive
Regulation
Of
Cell-Cell
Adhesion"
"85","BP","GO:0030098","lymphocyte differentiation","83/2342","378/15618",0.21957671957672,1.46428232551204,3.83790478565663,0.000166450669651377,0.00568458811493076,0.00476855182747427,"Fzd5/Inpp5d/Sox13/Ly9/Dusp10/Tnfaip3/Prdm1/Vsir/Dock2/Tcf7/Igtp/Tmem98/Rara/Cd79b/Foxj1/Rsad2/Id2/Zfp36l1/Bcl11b/Gli3/Btn2a2/Irf4/Syk/Pik3r1/Zmiz1/Bmp4/Mmp14/Ptk2b/Ly6d/Mfng/Nfam1/Nckap1l/Runx1/H2-Oa/H2-Aa/Vav1/Fzd8/Nfatc1/Clcf1/Anxa1/Fas/Dpp4/Spi1/Mdk/Rag2/Dll4/Mertk/Il1a/Ada/Prex1/Il6ra/Notch2/Fgl2/Slc4a2/Rhoh/Hspb1/Lfng/Gimap1/Fancd2/Ptpn6/Cd4/Lag3/Pglyrp1/Cd79a/Lyl1/Irf8/Mpzl2/Rora/Ccr9/Il1rl2/Slamf8/Il23a/Tespa1/Nlrp3/Il7r/Il12a/Pf4/Gimap3/Il15/Cd3g/Tlr9/Ccr2/Btk",83,"negative vs positive","negative","positive","Lymphocyte Differentiation","Lymphocyte
Differentiation"
"86","BP","GO:0030198","extracellular matrix organization","72/2342","286/15618",0.251748251748252,1.6788233116158,4.86630122144578,3.99809623871679e-06,0.000299962430962673,0.000251625336685999,"Col9a1/Col3a1/Col5a2/Cflar/Adamts4/Lamb3/Col13a1/Mmp11/Mfap4/P3h4/Fkbp10/Nid1/Foxc1/Ecm2/Fgfr4/Lgals3/Mmp14/Scara3/Loxl2/Scx/Myh11/Adamts1/Adamts10/Tnxb/Lama1/Cyp1b1/Adamtsl2/Eng/Dpp4/Matn4/Slc2a10/Hapln2/Pbxip1/Adamtsl4/Col24a1/Col8a2/Hspg2/Pdpn/Tnfrsf1b/Mmp23/Emilin1/Pdgfra/Antxr2/Dmp1/Cav1/Tnfrsf1a/Mansc4/Ercc2/Aplp1/Apbb1/Crispld2/Ets1/Phldb1/Loxl1/Smad3/Myo1e/Impg1/Col6a4/Col6a5/Lamb2/Col4a6/Egfl6/Gpm6b/Col22a1/Lox/Hpse2/Spint1/Postn/Tie1/Foxc2/Col5a3/Adamts7",72,"negative vs positive","negative","positive","Extracellular Matrix Organization","Extracellular
Matrix
Organization"
"87","BP","GO:0030225","macrophage differentiation","20/2342","55/15618",0.363636363636364,2.42496700566726,4.44629346084277,7.67021953132988e-05,0.00299558847723582,0.0025128678839483,"Casp8/Cflar/Id2/Ror2/Bmp4/Diaph3/Hcls1/Vegfa/Csf1r/Spi1/Tlr2/Tspan2/Tlr4/Cd4/Ucp2/Itgam/Nfix/Ndp/Cebpa/Il15",20,"negative vs positive","negative","positive","Macrophage Differentiation","Macrophage
Differentiation"
"88","BP","GO:0030593","neutrophil chemotaxis","22/2342","65/15618",0.338461538461538,2.25708467450568,4.26552756450233,0.000118442756340672,0.00434481805739277,0.00364467744517948,"Itgb2/Syk/Lgals3/Rac2/Nckap1l/Vav1/Tnfaip6/Dpp4/Mdk/Lbp/Prex1/Edn3/Cxcl10/C5ar2/C5ar1/Itgam/Jam3/Dapk2/Itga9/Sell/Il23a/Pf4",22,"negative vs positive","negative","positive","Neutrophil Chemotaxis","Neutrophil
Chemotaxis"
"89","BP","GO:0030595","leukocyte chemotaxis","47/2342","174/15618",0.270114942528736,1.8013045142672,4.46427506544226,2.76814717246025e-05,0.00127290122398132,0.00106778104852796,"Gpr35/Slamf9/Itgb2/Ccl7/Ccl4/Rin3/Nedd9/Syk/Lgals3/Ptk2b/Rac2/Nckap1l/Gpsm3/Vegfa/Vav1/Csf1r/Anxa1/Ch25h/Tnfaip6/Dpp4/Spi1/Mdk/Lbp/Prex1/Edn3/Padi2/Cxcl10/Cmklr1/Slc8b1/Il17rc/Alox5/C5ar2/C5ar1/Swap70/Itgam/Mtus1/Jam3/Dapk2/Adam10/Itga9/Sell/Slamf8/Il23a/Il12a/Pf4/Ccr1/Ccr2",47,"negative vs positive","negative","positive","Leukocyte Chemotaxis","Leukocyte
Chemotaxis"
"90","BP","GO:0030856","regulation of epithelial cell differentiation","47/2342","142/15618",0.330985915492958,2.20723229213024,6.06965888133029,4.8084697545089e-08,1.43620019148889e-05,1.20476539535998e-05,"F11r/Hey2/Nodal/Btg1/Foxj1/Osr1/Prkch/Zfp36l1/Sfrp4/Foxc1/Msx2/Ptch1/Fst/Bmp4/Extl3/Spry2/Acvrl1/Trp63/Vegfa/Foxp4/Csf1r/Il1a/Nkx2-2/Id1/Wwtr1/Cdkn2b/Trp73/Hes5/Fgfr3/Msx1/Prom1/Tbx3/Cav1/Smo/Tnfrsf1a/Cdkn1b/Zfp36/Sult2b1/Cdkn1c/Cdh5/Yap1/S1pr2/Cd109/Notch4/Sfn/Atoh8/Tlr9",47,"negative vs positive","negative","positive","Regulation Of Epithelial Cell Differentiation","Regulation
Of
Epithelial
Cell
Differentiation"
"91","BP","GO:0030857","negative regulation of epithelial cell differentiation","21/2342","51/15618",0.411764705882353,2.74591852112322,5.24523832879436,5.43078842444823e-06,0.000364310065837692,0.000305603747377,"Nodal/Osr1/Msx2/Fst/Extl3/Spry2/Acvrl1/Trp63/Vegfa/Foxp4/Csf1r/Il1a/Id1/Hes5/Fgfr3/Msx1/Tbx3/Cav1/Smo/Yap1/Notch4",21,"negative vs positive","negative","positive","Negative Regulation Of Epithelial Cell Differentiation","Negative
Regulation
Of
Epithelial
Cell
Differentiation"
"92","BP","GO:0031348","negative regulation of defense response","56/2342","208/15618",0.269230769230769,1.79540826381134,4.85041697915719,5.52459178595293e-06,0.000366293283296554,0.000307267381583478,"Adora1/Fcgr2b/Ifi203/Dusp10/Tnfaip3/Enpp3/Arg1/Irak3/Havcr2/Irgm2/Igtp/Extl3/Ppara/Parp14/Tap1/Gpr17/Tnfaip6/Mdk/Sirpa/Ada/Tnfaip8l2/Pla2g5/Tnfrsf1b/Isg15/Hgf/Fgl2/Gper1/Alox5/A2m/Ptpn6/Tnfrsf1a/Pglyrp1/Apoe/Zfp36/Siglece/Chrna7/Igf2/Cdh5/Wfdc1/Ets1/Nlrx1/Il10ra/Cd276/Smad3/Rora/Slamf8/Nlrp3/Socs3/Sfn/Pf4/Oas1c/Oas1b/Oas1a/Trim21/Acp5/Ccr1",56,"negative vs positive","negative","positive","Negative Regulation Of Defense Response","Negative
Regulation
Of Defense
Response"
"93","BP","GO:0031349","positive regulation of defense response","99/2342","420/15618",0.235714285714286,1.57189825545931,4.99009513609582,1.76822140165925e-06,0.000180042829147518,0.000151030038517662,"Tnfrsf11a/Ikbke/Rab7b/Ifi204/Ifi203/Traf3ip3/Tnfaip3/Arg1/Gja1/Appl2/Irak3/Havcr2/Irgm2/Igtp/Adora2b/Cd300lf/Rsad2/Pik3cg/Irf4/Syk/Tifab/Pik3r1/Lacc1/Gpsm3/Trim15/Vav1/Tslp/Csf1r/Unc93b1/Slc15a3/Pik3ap1/Fcna/Dpp4/Ifih1/Spi1/Mdk/Usp50/Lbp/Tlr2/Fcgr1/Adora3/Alpk1/Tifa/Gbp5/Gbp7/Gbp2/Cnr1/Tlr4/Trim32/Pla2g5/Nppa/Emilin1/Ucn/Tlr1/Tlr6/Clock/P2rx7/Lrch4/Cav1/Tril/Lag3/Tnfrsf1a/Clec7a/Kcnj8/Gpr4/Kcnn4/Nkg7/Trim5/Trim12a/Trim30a/Hpx/Gprc5b/Tlr3/Ddx60/Casp1/Casp12/Ets1/Nlrx1/Sin3a/Ccr5/Usp27x/Tlr8/Tlr7/Nlrp3/Nlrp1b/Aoc3/Gsdmd/Ticam1/Nlrc4/Il12a/Oas1c/Oas1b/Oas1a/Gimap3/Cebpa/Irf7/Tlr9/Ccr2/Btk",99,"negative vs positive","negative","positive","Positive Regulation Of Defense Response","Positive
Regulation
Of Defense
Response"
"94","BP","GO:0032102","negative regulation of response to external stimulus","74/2342","318/15618",0.232704402515723,1.55182636997889,4.17569647929453,5.42201409478493e-05,0.00220830888346169,0.00185245353734607,"Adora1/Fcgr2b/Ifi203/Dusp10/Tnfaip3/Enpp3/Arg1/Tspan8/Irak3/Havcr2/Irgm2/Igtp/Alox12/Rin3/Slc6a3/Extl3/Ppara/Parp14/Drd3/Tap1/Gpr17/Tnfaip6/Dpp4/Mdk/Sirpa/Ada/Tnfaip8l2/Cers2/Ptgr1/Pla2g5/Padi2/Tnfrsf1b/Isg15/Hgf/Fgl2/Pdgfra/Gper1/Alox5/A2m/Ptpn6/Tnfrsf1a/Cd9/C5ar2/Pglyrp1/Apoe/Plaur/Zfp36/Siglece/Chrna7/Igf2/Plat/Cdh5/Wfdc1/Ets1/Nlrx1/Il10ra/Cd276/Smad3/Rora/Cd109/Slamf8/Nlrp3/Apoh/Socs3/F12/Sfn/Pf4/Oas1c/Oas1b/Oas1a/Trim21/Drd4/Acp5/Ccr1",74,"negative vs positive","negative","positive","Negative Regulation Of Response To External Stimulus","Negative
Regulation
Of
Response
To
External
Stimulus"
"95","BP","GO:0032291","axon ensheathment in central nervous system","18/2342","34/15618",0.529411764705882,3.53046667001557,6.20382071776585,2.70904592846044e-07,4.41342282402326e-05,3.70222697712007e-05,"Cntn2/Kcnj10/Cntnap1/Id4/Sox10/Abca2/Mal/B4galt5/Tlr2/Hes5/Fgfr3/Ercc2/Mag/Nkx6-2/Fa2h/Mobp/Plp1/Gpm6b",18,"negative vs positive","negative","positive","Axon Ensheathment In Central Nervous System","Axon
Ensheathment
In Central
Nervous
System"
"96","BP","GO:0032496","response to lipopolysaccharide","67/2342","291/15618",0.230240549828179,1.53539577592506,3.8721438671399,0.000166490041247534,0.00568458811493076,0.00476855182747427,"Arid5a/Slc11a1/Ncl/Tnfrsf11a/Cdc73/Ncf2/Fmo1/Cd84/Dusp10/Tnfaip3/Gja1/Tbxa2r/Irak3/Havcr2/Irgm2/Igtp/Rara/Mir381/Tifab/Cd180/Gch1/Gjb2/Extl3/Irak4/Cldn1/Vim/Spi1/Il1a/Sirpa/E2f1/Lbp/Slpi/Hmgcs2/Gbp5/Gbp2/Cnr1/Tlr4/Ptafr/Alpl/Tnfrsf1b/Spon2/Cxcl10/Ptpn11/P2rx7/Nr2c2/Adipor2/Ptpn6/Kcnj8/Zfp36/Trim5/Trim12a/Trim30a/Adm/Ptger1/Irf8/Casp1/Il10ra/Ccr5/Ldoc1/Nlrp3/Ticam1/Il12a/Pf4/Acp5/Smad6/Tlr9/Btk",67,"negative vs positive","negative","positive","Response To Lipopolysaccharide","Response
To
Lipopolysaccharide"
"97","BP","GO:0032602","chemokine production","31/2342","92/15618",0.33695652173913,2.24704823079494,5.03855498100658,5.84164596808008e-06,0.000380067830149136,0.000318822245232083,"Cd84/Slamf9/Havcr2/Adora2b/Syk/Snai2/Apod/Ager/Tslp/Csf1r/Mbp/Sirpa/Lbp/Tlr2/Il6ra/Chil5/Tlr4/Trim32/Epha2/Clec7a/Kcnn4/P2ry2/Tlr3/Tlr7/Ticam1/Postn/Oas1c/Oas1b/Oas1a/Sigirr/Tlr9",31,"negative vs positive","negative","positive","Chemokine Production","Chemokine
Production"
"98","BP","GO:0032611","interleukin-1 beta production","29/2342","77/15618",0.376623376623377,2.51157297015538,5.58462001272218,8.82718692536337e-07,0.000107090680528557,8.98336783624886e-05,"Casp8/Fzd5/Slamf9/Ifi203/Tnfaip3/Hk1/Ager/Aqp4/Tnfaip8/Usp50/Sirpa/Tlr2/Gbp5/Tlr4/Tlr6/P2rx7/Hspb1/Clec7a/Chrna7/Casp1/Smad3/Ccr5/Tlr8/Nlrp3/Nlrp1b/Naip5/Gsdmd/Nlrc4/Acp5",29,"negative vs positive","negative","positive","Interleukin-1 Beta Production","Interleukin-1
Beta
Production"
"99","BP","GO:0032612","interleukin-1 production","32/2342","92/15618",0.347826086956522,2.31953365759477,5.33142401304064,1.90556307407537e-06,0.000190623169269785,0.000159905422134783,"Casp8/Fzd5/Slamf9/Ifi203/Tnfaip3/Hk1/Havcr2/Ager/Aqp4/Tnfaip8/Anxa1/Usp50/Sirpa/Tlr2/S100a13/Gbp5/Tlr4/Tlr6/P2rx7/Hspb1/Clec7a/Chrna7/Casp1/Smad3/Ccr5/Tlr8/Nlrp3/Nlrp1b/Naip5/Gsdmd/Nlrc4/Acp5",32,"negative vs positive","negative","positive","Interleukin-1 Production","Interleukin-1
Production"
"100","BP","GO:0032635","interleukin-6 production","54/2342","141/15618",0.382978723404255,2.55395461235169,7.78508078448906,9.49112112480183e-12,1.80394575512067e-08,1.51325103126665e-08,"Arid5a/Ncl/Inpp5d/Rab7b/Cd84/Tnfaip3/Irak3/Havcr2/Adora2b/Foxj1/Syk/Nckap1l/Zbtb20/Mapk13/Ager/Aqp4/Tslp/Mbp/Unc93b1/Afap1l2/Ifih1/Il1a/Sirpa/Lbp/Tlr2/Il6ra/Bank1/Tlr4/Ptafr/Hgf/Ucn/Spon2/Tlr1/Tlr6/P2rx7/Il17rc/Ptpn6/Tnfrsf1a/Clec7a/C5ar2/Sphk2/Chrna7/Trim30a/Tlr3/Klf2/Nlrx1/Ccr5/Tlr8/Tlr7/Il1rl2/Ticam1/Crhr2/Tlr9/Btk",54,"negative vs positive","negative","positive","Interleukin-6 Production","Interleukin-6
Production"
"101","BP","GO:0032640","tumor necrosis factor production","52/2342","165/15618",0.315151515151515,2.10163807157829,5.97493430828376,5.96603368747869e-08,1.51141592106097e-05,1.2678605743693e-05,"Arid5a/Fzd5/Ncl/Fcgr2b/Cd84/Slamf9/Tnfaip3/Vsir/Irak3/Havcr2/Ccl4/Rara/Syk/Pik3r1/Zbtb20/Ager/Csf1r/Ifih1/Il1a/Sirpa/Lbp/Tlr2/Fcgr1/Tlr4/Ptafr/Tnfrsf8/Spon2/Tlr1/Tlr6/Ptpn11/Hspb1/Ptpn6/Tnfrsf1a/Clec7a/C5ar2/Kcnn4/Zfp36/Sphk2/Chrna7/Trim30a/Tlr3/Ccr5/Il23a/Ticam1/Cd2/Oas1c/Oas1b/Oas1a/Acp5/Tlr9/Ccr2/Btk",52,"negative vs positive","negative","positive","Tumor Necrosis Factor Production","Tumor
Necrosis
Factor
Production"
"102","BP","GO:0032642","regulation of chemokine production","30/2342","84/15618",0.357142857142857,2.3816640234232,5.33284634541886,2.11484217402614e-06,0.000200980501271617,0.000168593734013592,"Cd84/Havcr2/Adora2b/Syk/Snai2/Apod/Ager/Tslp/Csf1r/Mbp/Sirpa/Lbp/Tlr2/Il6ra/Chil5/Tlr4/Trim32/Epha2/Clec7a/Kcnn4/P2ry2/Tlr3/Tlr7/Ticam1/Postn/Oas1c/Oas1b/Oas1a/Sigirr/Tlr9",30,"negative vs positive","negative","positive","Regulation Of Chemokine Production","Regulation
Of
Chemokine
Production"
"103","BP","GO:0032651","regulation of interleukin-1 beta production","27/2342","74/15618",0.364864864864865,2.43315946176749,5.19024202690707,4.22970944204327e-06,0.000309202605622189,0.000259376514232721,"Casp8/Fzd5/Ifi203/Tnfaip3/Hk1/Ager/Aqp4/Usp50/Sirpa/Tlr2/Gbp5/Tlr4/Tlr6/P2rx7/Hspb1/Clec7a/Chrna7/Casp1/Smad3/Ccr5/Tlr8/Nlrp3/Nlrp1b/Naip5/Gsdmd/Nlrc4/Acp5",27,"negative vs positive","negative","positive","Regulation Of Interleukin-1 Beta Production","Regulation
Of
Interleukin-1
Beta
Production"
"104","BP","GO:0032652","regulation of interleukin-1 production","30/2342","89/15618",0.337078651685393,2.24786267379269,4.95848131743798,8.14766198938825e-06,0.000494233709186083,0.000414590997533933,"Casp8/Fzd5/Ifi203/Tnfaip3/Hk1/Havcr2/Ager/Aqp4/Anxa1/Usp50/Sirpa/Tlr2/S100a13/Gbp5/Tlr4/Tlr6/P2rx7/Hspb1/Clec7a/Chrna7/Casp1/Smad3/Ccr5/Tlr8/Nlrp3/Nlrp1b/Naip5/Gsdmd/Nlrc4/Acp5",30,"negative vs positive","negative","positive","Regulation Of Interleukin-1 Production","Regulation
Of
Interleukin-1
Production"
"105","BP","GO:0032653","regulation of interleukin-10 production","17/2342","47/15618",0.361702127659574,2.41206824499882,4.07197395819423,0.000280439412989234,0.00828531364178555,0.00695018648826332,"Fcgr2b/Cd84/Vsir/Irf4/Syk/Ager/Tslp/Tlr2/Tlr4/Isg15/Hgf/Clec7a/Il23a/Epx/Prg2/Tlr9/Btk",17,"negative vs positive","negative","positive","Regulation Of Interleukin-10 Production","Regulation
Of
Interleukin-10
Production"
"106","BP","GO:0032675","regulation of interleukin-6 production","54/2342","135/15618",0.4,2.66746370623399,8.1724890226338,1.24505897386366e-12,3.5496631344853e-09,2.97765683012446e-09,"Arid5a/Ncl/Inpp5d/Rab7b/Cd84/Tnfaip3/Irak3/Havcr2/Adora2b/Foxj1/Syk/Nckap1l/Zbtb20/Mapk13/Ager/Aqp4/Tslp/Mbp/Unc93b1/Afap1l2/Ifih1/Il1a/Sirpa/Lbp/Tlr2/Il6ra/Bank1/Tlr4/Ptafr/Hgf/Ucn/Spon2/Tlr1/Tlr6/P2rx7/Il17rc/Ptpn6/Tnfrsf1a/Clec7a/C5ar2/Sphk2/Chrna7/Trim30a/Tlr3/Klf2/Nlrx1/Ccr5/Tlr8/Tlr7/Il1rl2/Ticam1/Crhr2/Tlr9/Btk",54,"negative vs positive","negative","positive","Regulation Of Interleukin-6 Production","Regulation
Of
Interleukin-6
Production"
"107","BP","GO:0032680","regulation of tumor necrosis factor production","51/2342","160/15618",0.31875,2.12563514090521,6.01090149957008,5.28940793077282e-08,1.43620019148889e-05,1.20476539535998e-05,"Arid5a/Fzd5/Ncl/Fcgr2b/Cd84/Tnfaip3/Vsir/Irak3/Havcr2/Ccl4/Rara/Syk/Pik3r1/Zbtb20/Ager/Csf1r/Ifih1/Il1a/Sirpa/Lbp/Tlr2/Fcgr1/Tlr4/Ptafr/Tnfrsf8/Spon2/Tlr1/Tlr6/Ptpn11/Hspb1/Ptpn6/Tnfrsf1a/Clec7a/C5ar2/Kcnn4/Zfp36/Sphk2/Chrna7/Trim30a/Tlr3/Ccr5/Il23a/Ticam1/Cd2/Oas1c/Oas1b/Oas1a/Acp5/Tlr9/Ccr2/Btk",51,"negative vs positive","negative","positive","Regulation Of Tumor Necrosis Factor Production","Regulation
Of Tumor
Necrosis
Factor
Production"
"108","BP","GO:0032715","negative regulation of interleukin-6 production","19/2342","39/15618",0.487179487179487,3.24883400118242,5.90579737503018,6.83890391661871e-07,8.66565114056886e-05,7.26923494669367e-05,"Inpp5d/Cd84/Tnfaip3/Irak3/Havcr2/Foxj1/Nckap1l/Aqp4/Sirpa/Bank1/Tlr4/Hgf/Ptpn6/Tnfrsf1a/C5ar2/Chrna7/Trim30a/Klf2/Nlrx1",19,"negative vs positive","negative","positive","Negative Regulation Of Interleukin-6 Production","Negative
Regulation
Of
Interleukin-6
Production"
"109","BP","GO:0032722","positive regulation of chemokine production","24/2342","61/15618",0.39344262295082,2.62373479301704,5.33673597022669,3.09988410466236e-06,0.000246829093800918,0.000207054108850334,"Cd84/Havcr2/Adora2b/Syk/Ager/Tslp/Csf1r/Mbp/Lbp/Tlr2/Il6ra/Chil5/Tlr4/Trim32/Clec7a/P2ry2/Tlr3/Tlr7/Ticam1/Postn/Oas1c/Oas1b/Oas1a/Tlr9",24,"negative vs positive","negative","positive","Positive Regulation Of Chemokine Production","Positive
Regulation
Of
Chemokine
Production"
"110","BP","GO:0032728","positive regulation of interferon-beta production","16/2342","42/15618",0.380952380952381,2.54044162498475,4.19856179885923,0.000211003191277623,0.00664718340698899,0.00557603082969189,"Traf3ip3/Zbtb20/Ifih1/Tlr2/Tlr4/Isg15/Ptpn11/Tlr3/Tlr8/Tlr7/Ticam1/Oas1c/Oas1b/Oas1a/Irf7/Tlr9",16,"negative vs positive","negative","positive","Positive Regulation Of Interferon-Beta Production","Positive
Regulation
Of
Interferon-Beta
Production"
"111","BP","GO:0032731","positive regulation of interleukin-1 beta production","22/2342","45/15618",0.488888888888889,3.26023341873043,6.37722934197434,8.34048540278117e-08,1.79509170837135e-05,1.50582375950071e-05,"Casp8/Fzd5/Ifi203/Hk1/Ager/Usp50/Tlr2/Gbp5/Tlr4/Tlr6/P2rx7/Hspb1/Clec7a/Casp1/Smad3/Ccr5/Tlr8/Nlrp3/Nlrp1b/Naip5/Gsdmd/Nlrc4",22,"negative vs positive","negative","positive","Positive Regulation Of Interleukin-1 Beta Production","Positive
Regulation
Of
Interleukin-1
Beta
Production"
"112","BP","GO:0032732","positive regulation of interleukin-1 production","24/2342","53/15618",0.452830188679245,3.01977023347244,6.186200167451,1.37688794633958e-07,2.61700502334277e-05,2.19529081690072e-05,"Casp8/Fzd5/Ifi203/Hk1/Havcr2/Ager/Usp50/Tlr2/S100a13/Gbp5/Tlr4/Tlr6/P2rx7/Hspb1/Clec7a/Casp1/Smad3/Ccr5/Tlr8/Nlrp3/Nlrp1b/Naip5/Gsdmd/Nlrc4",24,"negative vs positive","negative","positive","Positive Regulation Of Interleukin-1 Production","Positive
Regulation
Of
Interleukin-1
Production"
"113","BP","GO:0032755","positive regulation of interleukin-6 production","35/2342","90/15618",0.388888888888889,2.59336749217193,6.36704727716075,2.60754324861906e-08,9.29263225226618e-06,7.79518192218751e-06,"Arid5a/Ncl/Rab7b/Adora2b/Syk/Zbtb20/Mapk13/Ager/Tslp/Mbp/Unc93b1/Ifih1/Il1a/Lbp/Tlr2/Il6ra/Tlr4/Ptafr/Ucn/Spon2/Tlr1/Tlr6/P2rx7/Il17rc/Clec7a/Sphk2/Tlr3/Ccr5/Tlr8/Tlr7/Il1rl2/Ticam1/Crhr2/Tlr9/Btk",35,"negative vs positive","negative","positive","Positive Regulation Of Interleukin-6 Production","Positive
Regulation
Of
Interleukin-6
Production"
