"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Dataset","Celltype","Comparison","Description_title_case","GOPathways"
"21","BP","GO:0002367","cytokine production involved in immune response","37/2342","121/15618",0.305785123966942,2.0391768002202,4.81966596492956,1.00656399603492e-05,0.000591693598493931,0.00049634582723632,"Arid5a/Fzd5/Slc11a1/Slamf9/Arg1/Vsir/Hk1/Irak3/Rsad2/Syk/Lacc1/Traf2/Tlr2/Tlr4/Tek/Tnfrsf1b/Spon2/P2rx7/Irf5/Tril/Clec7a/Sphk2/Gprc5b/Tlr3/Casp1/Nlrx1/Tlr7/Nlrp3/Epx/Il31ra/Ticam1/Prg2/Il12a/Gimap3/Acp5/Tlr9/Ccr2",37,"negative vs positive","negative","positive","Cytokine Production Involved In Immune Response","Cytokine
Production
Involved
In Immune
Response"
"22","BP","GO:0002440","production of molecular mediator of immune response","57/2342","219/15618",0.26027397260274,1.73567843898787,4.60492386946646,1.37924395524792e-05,0.000751656229835658,0.000630531467882595,"Arid5a/Fzd5/Slc11a1/Fcgr2b/Slamf9/Tnfaip3/Arg1/Vsir/Hk1/Icosl/Irak3/Tnfsf13/Evpl/Rsad2/Syk/Lacc1/Mzb1/Clcf1/Fas/Traf2/Tlr2/Tlr4/Tek/Tnfrsf1b/Tnfrsf4/Fgl2/Spon2/P2rx7/Irf5/Tril/Clec7a/Cd37/Sphk2/Hpx/Swap70/Gprc5b/Pagr1a/Tlr3/Exosc6/Casp1/Nlrx1/Il13ra2/Tlr7/Nlrp3/Epx/Il31ra/Il7r/Ticam1/Prg2/Il12a/Gimap3/Cd22/Acp5/Gcnt3/Tlr9/Ccr2/Btk",57,"negative vs positive","negative","positive","Production Of Molecular Mediator Of Immune Response","Production
Of
Molecular
Mediator
Of Immune
Response"
"23","BP","GO:0002443","leukocyte mediated immunity","89/2342","327/15618",0.27217125382263,1.81501735363016,6.25577927303398,6.1398285307191e-09,3.50093022821603e-06,2.93677693090396e-06,"Arid5a/Fzd5/Slc11a1/Inpp5d/Fcgr2b/Cd84/Slamf9/Arg1/Vsir/Itgb2/Icosl/Myo1g/Havcr2/Adora2b/Tnfsf13/Slfn2/Crhr1/Unc13d/Foxj1/Rsad2/Syk/Cplx2/Pik3r1/Ptgdr/Csf2rb/Rac2/Irak4/Nckap1l/Emp2/Tap1/Ager/Vav1/Unc93b1/Clcf1/Fas/Traf2/Ptgds/Stxbp1/Dpp4/Spi1/Tlr2/Fcgr1/Adora3/Tlr4/Ptafr/Fgr/Tnfrsf1b/Nppa/Fgl2/Spon2/P2rx7/Ncf1/Lat2/C1s1/Ptpn6/Lag3/Clec7a/Nkg7/Sphk2/Fes/Hpx/Swap70/Scnn1b/Pagr1a/Itgam/Igf2/Fcer2a/Tlr3/Exosc6/Icam1/Cbl/Il13ra2/Pdcd1/Il23a/Nlrp3/Il31ra/Il7r/Il2rb/H2-Q6/Ticam1/Il12a/Cd2/Gimap3/Pirb/Irf7/Gcnt3/Tlr9/Ccr2/Btk",89,"negative vs positive","negative","positive","Leukocyte Mediated Immunity","Leukocyte
Mediated
Immunity"
"24","BP","GO:0002444","myeloid leukocyte mediated immunity","32/2342","97/15618",0.329896907216495,2.1999700669971,4.97914827176224,6.8989543909436e-06,0.000426286244051443,0.000357592847010238,"Fcgr2b/Cd84/Arg1/Itgb2/Adora2b/Crhr1/Unc13d/Syk/Cplx2/Ptgdr/Rac2/Irak4/Ptgds/Stxbp1/Spi1/Fcgr1/Adora3/Ptafr/Fgr/Nppa/Spon2/Ncf1/Lat2/Sphk2/Fes/Scnn1b/Itgam/Cbl/Il13ra2/Ticam1/Ccr2/Btk",32,"negative vs positive","negative","positive","Myeloid Leukocyte Mediated Immunity","Myeloid
Leukocyte
Mediated
Immunity"
"25","BP","GO:0002448","mast cell mediated immunity","20/2342","49/15618",0.408163265306122,2.72190174105509,5.07031188528908,1.06108212676544e-05,0.000617376559879238,0.000517890137918599,"Cd84/Adora2b/Crhr1/Unc13d/Syk/Cplx2/Ptgdr/Rac2/Ptgds/Stxbp1/Adora3/Fgr/Nppa/Spon2/Lat2/Sphk2/Fes/Cbl/Il13ra2/Btk",20,"negative vs positive","negative","positive","Mast Cell Mediated Immunity","Mast Cell
Mediated
Immunity"
"26","BP","GO:0002449","lymphocyte mediated immunity","58/2342","235/15618",0.246808510638298,1.64588186129331,4.19010714002352,6.11707672359366e-05,0.00243913087258259,0.00204607998763413,"Arid5a/Fzd5/Slc11a1/Inpp5d/Fcgr2b/Arg1/Vsir/Icosl/Myo1g/Havcr2/Tnfsf13/Slfn2/Unc13d/Foxj1/Rsad2/Pik3r1/Csf2rb/Nckap1l/Emp2/Tap1/Ager/Vav1/Unc93b1/Clcf1/Fas/Traf2/Dpp4/Fcgr1/Tnfrsf1b/Fgl2/P2rx7/C1s1/Ptpn6/Lag3/Nkg7/Hpx/Swap70/Pagr1a/Igf2/Fcer2a/Exosc6/Icam1/Il13ra2/Pdcd1/Il23a/Nlrp3/Il31ra/Il7r/Il2rb/H2-Q6/Il12a/Cd2/Gimap3/Pirb/Irf7/Gcnt3/Ccr2/Btk",58,"negative vs positive","negative","positive","Lymphocyte Mediated Immunity","Lymphocyte
Mediated
Immunity"
"27","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","68/2342","264/15618",0.257575757575758,1.71768496234764,4.93950774244503,3.1600357501696e-06,0.000246829093800918,0.000207054108850334,"Arid5a/Fzd5/Slc11a1/Inpp5d/Pla2g4a/Fcgr2b/Ly9/Tnfaip3/Arg1/Vsir/Icosl/Myo1g/Havcr2/Tnfsf13/Tmem98/Slfn2/Unc13d/Foxj1/Rsad2/Irf4/Csf2rb/Tnfrsf13c/Nckap1l/Emp2/Klhl6/Ager/Vegfa/Unc93b1/Clcf1/Anxa1/Fas/Prkcq/Traf2/Dpp4/Ada/Il6ra/Fcgr1/Tnfrsf1b/Fgl2/P2rx7/C1s1/Ptpn6/Cd4/Clec7a/Hpx/Swap70/Pagr1a/Fcer2a/Il12rb1/Exosc6/Icam1/Rora/Il13ra2/Pdcd1/Il23a/Nlrp3/Il31ra/Il7r/Il2rb/H2-Q6/Il12a/Pf4/Gimap3/Pirb/Irf7/Gcnt3/Ccr2/Btk",68,"negative vs positive","negative","positive","Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains","Adaptive
Immune
Response
Based On
Somatic
Recombination
Of Immune
Receptors
Built From
Immunoglobulin
Superfamily
Domains"
"28","BP","GO:0002532","production of molecular mediator involved in inflammatory response","26/2342","87/15618",0.298850574712644,1.99293265408286,3.90066217056004,0.000300534686791332,0.00856824392042088,0.00718752429884112,"Dusp10/Appl2/Hif1a/Syk/Extl3/Ppara/Apod/Gpsm3/Sirpa/Lbp/Pbxip1/Adora3/Chil5/Gbp5/Tlr4/Nppa/Tlr6/Ncf1/Il17rc/Alox5/Clec7a/Tlr3/Slamf8/Ticam1/Itgb6/Btk",26,"negative vs positive","negative","positive","Production Of Molecular Mediator Involved In Inflammatory Response","Production
Of
Molecular
Mediator
Involved
In
Inflammatory
Response"
"29","BP","GO:0002683","negative regulation of immune system process","104/2342","442/15618",0.235294117647059,1.5690962977847,5.09773041418177,1.06431458805878e-06,0.000124418460593283,0.000104369193622898,"Col3a1/Inpp5d/Rab7b/Adora1/Fcgr2b/Cd84/Ifi203/Dusp10/Tnfaip3/Enpp3/Arg1/Vsir/Cnn2/Irak3/Havcr2/Irgm2/Igtp/Rara/Cd300lf/Foxj1/Id2/Rin3/Gli3/Btn2a2/Irf4/Pik3r1/Bmp4/Lgals3/Nckap1l/Snai2/Apod/Parp14/Samsn1/Runx1/Ezr/H2-Oa/Tap1/H2-Aa/Lst1/Adgrf5/Tmem178/Gpr17/Lpxn/Anxa1/Fas/Pik3ap1/Tnfaip6/Dpp4/Spi1/Mdk/Rag2/Mertk/Sla2/Ada/Sdc4/Tnfaip8l2/Bank1/Cnr1/Trim32/Fgr/Pla2g5/Padi2/Isg15/Tnfrsf4/Fgl2/Slc4a2/Emilin1/Tlr6/Hspb1/Gper1/A2m/Ptpn6/Lag3/C5ar2/Pglyrp1/Cd37/Lrrc32/Trim30a/Tspan32/Igf2/Gdf15/Nlrx1/Cd276/Il13ra2/Pdcd1/Slamf8/Zc3h12d/Epx/Il7r/H2-Ob/Prg2/Sfn/Pf4/Oas1c/Oas1b/Oas1a/Gimap3/Cd22/Cebpa/Trim21/Acp5/Ccr1/Ccr2/Btk",104,"negative vs positive","negative","positive","Negative Regulation Of Immune System Process","Negative
Regulation
Of Immune
System
Process"
"30","BP","GO:0002685","regulation of leukocyte migration","55/2342","197/15618",0.279187817258883,1.8618084244019,5.11265171048389,2.0155475280907e-06,0.000194790711952088,0.000163401391037362,"Adora1/Cnn2/Stk10/Ccl7/Rin3/Nedd9/Pik3r1/Lgals3/Mmp14/Ptk2b/Rac2/Nckap1l/Apod/Gpsm3/Ager/Vegfa/Csf1r/Capn1/Gcnt1/Anxa1/Dock8/Tnfaip6/Dpp4/Spi1/Mdk/Il1a/Lbp/Ada/Edn3/Tlr2/Adora3/Ptafr/Padi2/Emilin1/Cxcl10/Cmklr1/Slc8b1/Cd9/C5ar2/C5ar1/Swap70/Mtus1/Gdf15/Fut4/Icam1/Jam3/Dapk2/Adam10/Sell/Slamf8/Il23a/Aoc3/Il12a/Ccr1/Ccr2",55,"negative vs positive","negative","positive","Regulation Of Leukocyte Migration","Regulation
Of
Leukocyte
Migration"
"31","BP","GO:0002687","positive regulation of leukocyte migration","36/2342","136/15618",0.264705882352941,1.76523333500779,3.76450979712369,0.000350808963881777,0.00939113949321075,0.00787781532927499,"Ccl7/Nedd9/Pik3r1/Lgals3/Mmp14/Ptk2b/Rac2/Nckap1l/Gpsm3/Ager/Vegfa/Csf1r/Dock8/Spi1/Mdk/Il1a/Lbp/Edn3/Tlr2/Adora3/Ptafr/Cxcl10/Cmklr1/C5ar1/Swap70/Fut4/Icam1/Jam3/Dapk2/Adam10/Sell/Il23a/Aoc3/Il12a/Ccr1/Ccr2",36,"negative vs positive","negative","positive","Positive Regulation Of Leukocyte Migration","Positive
Regulation
Of
Leukocyte
Migration"
"32","BP","GO:0002688","regulation of leukocyte chemotaxis","32/2342","103/15618",0.310679611650485,2.07181647086135,4.58375902133341,2.74477191142421e-05,0.00127241377552365,0.00106737214938054,"Ccl7/Rin3/Nedd9/Ptk2b/Rac2/Nckap1l/Gpsm3/Vegfa/Csf1r/Tnfaip6/Dpp4/Spi1/Mdk/Lbp/Edn3/Padi2/Cxcl10/Cmklr1/Slc8b1/C5ar2/C5ar1/Swap70/Mtus1/Jam3/Dapk2/Adam10/Sell/Slamf8/Il23a/Il12a/Ccr1/Ccr2",32,"negative vs positive","negative","positive","Regulation Of Leukocyte Chemotaxis","Regulation
Of
Leukocyte
Chemotaxis"
"33","BP","GO:0002694","regulation of leukocyte activation","120/2342","484/15618",0.247933884297521,1.65338659477313,6.13302400677715,6.99644095023508e-09,3.58753199831796e-06,3.00942336029035e-06,"Inpp5d/Sox13/Pla2g4a/Fcgr2b/Cd84/Dusp10/Tnfaip3/Enpp3/Arg1/Prdm1/Vsir/Icosl/Havcr2/Tcf7/Tnfsf13/Rara/Slc4a1/Cd300lf/Foxj1/Id2/Zfp36l1/Gli3/Btn2a2/Nedd9/Syk/Zmiz1/Bmp4/Lgals3/Mmp14/Rac2/Tnfrsf13c/Nfam1/Nckap1l/Samsn1/Runx1/Rasal3/H2-Oa/H2-Aa/H2-Eb1/Ager/Lst1/Adgrf5/Vav1/Tslp/Mzb1/Csf1r/Clcf1/Anxa1/Dock8/Fas/Calhm2/Prkcq/Dpp4/Spi1/Mdk/Rag2/Mertk/Il1a/Sirpa/Lbp/Ada/Sdc4/Tnfaip8l2/Vcam1/Bank1/Cnr1/Tlr4/Themis2/Fgr/Pla2g5/Tnfrsf1b/Tnfrsf4/Fgl2/Slc4a2/Tlr6/Rhoh/Hspb1/Gper1/Cav1/Fancd2/Ptpn6/Cd4/Lag3/Clec7a/Pglyrp1/Kcnn4/Cd37/Sphk2/Lrrc32/Pagr1a/Tspan32/Igf2/Il12rb1/Exosc6/Cd276/Rora/Il1rl2/Pdcd1/Slamf8/Zc3h12d/Il23a/Tespa1/Nlrp3/Il7r/H2-DMb2/H2-Ob/Ticam1/Cd5/Il12a/Pf4/Gimap3/Cd22/Cebpa/Itgal/Cd209a/Cd209c/Il15/Tlr9/Ccr2/Btk",120,"negative vs positive","negative","positive","Regulation Of Leukocyte Activation","Regulation
Of
Leukocyte
Activation"
"34","BP","GO:0002695","negative regulation of leukocyte activation","47/2342","164/15618",0.286585365853659,1.91114015538106,4.92657712284732,5.04538260843001e-06,0.000350838678454487,0.000294303190920487,"Inpp5d/Fcgr2b/Cd84/Tnfaip3/Enpp3/Arg1/Vsir/Havcr2/Cd300lf/Foxj1/Id2/Gli3/Btn2a2/Bmp4/Lgals3/Samsn1/Runx1/H2-Aa/Lst1/Adgrf5/Anxa1/Fas/Mdk/Rag2/Mertk/Sdc4/Tnfaip8l2/Bank1/Cnr1/Fgr/Pla2g5/Fgl2/Slc4a2/Hspb1/Gper1/Ptpn6/Lag3/Pglyrp1/Cd37/Lrrc32/Tspan32/Cd276/Pdcd1/Zc3h12d/Pf4/Gimap3/Btk",47,"negative vs positive","negative","positive","Negative Regulation Of Leukocyte Activation","Negative
Regulation
Of
Leukocyte
Activation"
"35","BP","GO:0002696","positive regulation of leukocyte activation","70/2342","295/15618",0.23728813559322,1.58239372403711,4.24145068786577,4.4417397964306e-05,0.00187605928290721,0.00157374390916028,"Inpp5d/Sox13/Pla2g4a/Dusp10/Vsir/Icosl/Havcr2/Tnfsf13/Rara/Slc4a1/Gli3/Btn2a2/Syk/Zmiz1/Mmp14/Tnfrsf13c/Nckap1l/Runx1/Rasal3/H2-Oa/H2-Aa/H2-Eb1/Ager/Vav1/Tslp/Csf1r/Clcf1/Anxa1/Dock8/Prkcq/Dpp4/Spi1/Mdk/Il1a/Sirpa/Lbp/Ada/Vcam1/Tlr4/Tnfrsf4/Tlr6/Rhoh/Cav1/Cd4/Clec7a/Kcnn4/Sphk2/Pagr1a/Igf2/Il12rb1/Exosc6/Cd276/Il1rl2/Il23a/Tespa1/Nlrp3/Il7r/H2-DMb2/H2-Ob/Ticam1/Cd5/Il12a/Gimap3/Cebpa/Itgal/Cd209c/Il15/Tlr9/Ccr2/Btk",70,"negative vs positive","negative","positive","Positive Regulation Of Leukocyte Activation","Positive
Regulation
Of
Leukocyte
Activation"
"36","BP","GO:0002697","regulation of immune effector process","94/2342","329/15618",0.285714285714286,1.90533121873856,6.97067017018419,1.41669541411113e-10,1.61559945025233e-07,1.35525557088862e-07,"Arid5a/Fzd5/Fcgr2b/Cd84/Dusp10/Tnfaip3/Enpp3/Arg1/Vsir/Hk1/Itgb2/Appl2/Irak3/Havcr2/Adora2b/Tnfsf13/Rara/Crhr1/Unc13d/Evpl/Foxj1/Rsad2/Syk/Lgals3/Lacc1/Rac2/Nckap1l/Tap1/Ager/Vav1/Mzb1/Clcf1/Anxa1/Traf2/Stxbp1/Dpp4/Spi1/Lbp/Tlr2/Fcgr1/Adora3/Tlr4/Tek/Ptafr/Fgr/Pla2g5/Tnfrsf1b/Nppa/Tnfrsf4/Fgl2/Spon2/P2rx7/Ncf1/Irf5/Tril/A2m/Ptpn6/Lag3/Clec7a/Pglyrp1/Cd37/Sphk2/Fes/Hpx/Gprc5b/Pagr1a/Itgam/Igf2/Fcer2a/Tlr3/Ddx60/Exosc6/Casp1/Nlrx1/Il13ra2/Tlr7/Pdcd1/Slamf8/Il23a/Nlrp3/Epx/Il7r/H2-DMb2/H2-Q6/Ticam1/Prg2/Il12a/Pf4/Gimap3/Cd22/Acp5/Tlr9/Ccr2/Btk",94,"negative vs positive","negative","positive","Regulation Of Immune Effector Process","Regulation
Of Immune
Effector
Process"
"37","BP","GO:0002698","negative regulation of immune effector process","31/2342","102/15618",0.303921568627451,2.02674938463857,4.36951546021212,5.82710802534168e-05,0.00233987112397875,0.00196281533485193,"Fcgr2b/Cd84/Dusp10/Tnfaip3/Enpp3/Arg1/Vsir/Irak3/Havcr2/Foxj1/Lgals3/Nckap1l/Tap1/Anxa1/Spi1/Fgl2/A2m/Ptpn6/Pglyrp1/Igf2/Nlrx1/Il13ra2/Pdcd1/Slamf8/Epx/Il7r/Prg2/Pf4/Cd22/Acp5/Ccr2",31,"negative vs positive","negative","positive","Negative Regulation Of Immune Effector Process","Negative
Regulation
Of Immune
Effector
Process"
"38","BP","GO:0002699","positive regulation of immune effector process","61/2342","216/15618",0.282407407407407,1.88327877407724,5.49028309860408,3.70621413501371e-07,5.33625109609972e-05,4.47634716917003e-05,"Arid5a/Fzd5/Enpp3/Arg1/Hk1/Itgb2/Appl2/Adora2b/Tnfsf13/Rara/Crhr1/Rsad2/Syk/Lacc1/Vav1/Mzb1/Clcf1/Anxa1/Traf2/Stxbp1/Dpp4/Spi1/Lbp/Tlr2/Fcgr1/Adora3/Tlr4/Tek/Ptafr/Fgr/Pla2g5/Nppa/Tnfrsf4/Spon2/P2rx7/Irf5/Ptpn6/Lag3/Clec7a/Cd37/Sphk2/Hpx/Gprc5b/Pagr1a/Itgam/Fcer2a/Tlr3/Ddx60/Exosc6/Casp1/Tlr7/Il23a/Nlrp3/H2-DMb2/H2-Q6/Ticam1/Il12a/Gimap3/Tlr9/Ccr2/Btk",61,"negative vs positive","negative","positive","Positive Regulation Of Immune Effector Process","Positive
Regulation
Of Immune
Effector
Process"
"39","BP","GO:0002700","regulation of production of molecular mediator of immune response","47/2342","159/15618",0.29559748427673,1.97123890240562,5.17002403039305,1.97192098895829e-06,0.000193860232397245,0.000162620852519537,"Arid5a/Fzd5/Fcgr2b/Tnfaip3/Arg1/Vsir/Hk1/Irak3/Tnfsf13/Evpl/Rsad2/Syk/Lacc1/Mzb1/Clcf1/Traf2/Tlr2/Tlr4/Tek/Tnfrsf1b/Tnfrsf4/Spon2/P2rx7/Irf5/Tril/Clec7a/Cd37/Sphk2/Hpx/Gprc5b/Pagr1a/Tlr3/Exosc6/Casp1/Nlrx1/Il13ra2/Tlr7/Nlrp3/Epx/Ticam1/Prg2/Gimap3/Cd22/Acp5/Tlr9/Ccr2/Btk",47,"negative vs positive","negative","positive","Regulation Of Production Of Molecular Mediator Of Immune Response","Regulation
Of
Production
Of
Molecular
Mediator
Of Immune
Response"
"40","BP","GO:0002702","positive regulation of production of molecular mediator of immune response","32/2342","110/15618",0.290909090909091,1.93997360453381,4.15520766461314,0.000113252451404202,0.00424845709149183,0.00356384445415992,"Arid5a/Fzd5/Hk1/Tnfsf13/Rsad2/Syk/Lacc1/Mzb1/Clcf1/Traf2/Tlr2/Tlr4/Tek/Tnfrsf4/Spon2/P2rx7/Irf5/Clec7a/Cd37/Sphk2/Hpx/Gprc5b/Pagr1a/Tlr3/Exosc6/Casp1/Tlr7/Nlrp3/Ticam1/Gimap3/Tlr9/Btk",32,"negative vs positive","negative","positive","Positive Regulation Of Production Of Molecular Mediator Of Immune Response","Positive
Regulation
Of
Production
Of
Molecular
Mediator
Of Immune
Response"
"41","BP","GO:0002703","regulation of leukocyte mediated immunity","58/2342","204/15618",0.284313725490196,1.89599135982318,5.41028143113439,5.57597285445214e-07,7.22595391274684e-05,6.0615360408207e-05,"Arid5a/Fzd5/Fcgr2b/Cd84/Arg1/Vsir/Itgb2/Havcr2/Adora2b/Tnfsf13/Crhr1/Unc13d/Foxj1/Rsad2/Syk/Rac2/Nckap1l/Tap1/Ager/Vav1/Clcf1/Traf2/Stxbp1/Dpp4/Spi1/Tlr2/Fcgr1/Adora3/Tlr4/Ptafr/Fgr/Tnfrsf1b/Nppa/P2rx7/Ptpn6/Lag3/Clec7a/Sphk2/Fes/Hpx/Pagr1a/Itgam/Igf2/Fcer2a/Tlr3/Exosc6/Il13ra2/Pdcd1/Il23a/Nlrp3/Il7r/H2-Q6/Ticam1/Il12a/Gimap3/Tlr9/Ccr2/Btk",58,"negative vs positive","negative","positive","Regulation Of Leukocyte Mediated Immunity","Regulation
Of
Leukocyte
Mediated
Immunity"
"42","BP","GO:0002718","regulation of cytokine production involved in immune response","33/2342","104/15618",0.317307692307692,2.11601688234908,4.79605515758069,1.26697278113873e-05,0.000708262627260099,0.000594130476521607,"Arid5a/Fzd5/Arg1/Vsir/Hk1/Irak3/Rsad2/Syk/Lacc1/Traf2/Tlr2/Tlr4/Tek/Tnfrsf1b/Spon2/P2rx7/Irf5/Tril/Clec7a/Sphk2/Gprc5b/Tlr3/Casp1/Nlrx1/Tlr7/Nlrp3/Epx/Ticam1/Prg2/Gimap3/Acp5/Tlr9/Ccr2",33,"negative vs positive","negative","positive","Regulation Of Cytokine Production Involved In Immune Response","Regulation
Of
Cytokine
Production
Involved
In Immune
Response"
"43","BP","GO:0002720","positive regulation of cytokine production involved in immune response","22/2342","69/15618",0.318840579710145,2.12623918612854,3.93788089418836,0.000314088554191682,0.00873321006000497,0.00732590716325991,"Arid5a/Fzd5/Hk1/Rsad2/Syk/Lacc1/Traf2/Tlr2/Tlr4/Tek/Spon2/P2rx7/Irf5/Clec7a/Sphk2/Gprc5b/Tlr3/Casp1/Tlr7/Nlrp3/Ticam1/Gimap3",22,"negative vs positive","negative","positive","Positive Regulation Of Cytokine Production Involved In Immune Response","Positive
Regulation
Of
Cytokine
Production
Involved
In Immune
Response"
"44","BP","GO:0002757","immune response-activating signaling pathway","85/2342","389/15618",0.218508997429306,1.45716205032062,3.83502242489197,0.000166070812705849,0.00568458811493076,0.00476855182747427,"Rab7b/Ifi203/Traf3ip3/Tnfaip3/Icosl/Appl2/Irak3/Myo1g/Havcr2/Irgm2/Igtp/Cd79b/Cd300lf/Rsad2/Prkch/Btn2a2/Irf4/Syk/Tifab/Pik3r1/Lgals3/Lacc1/Nfam1/Nckap1l/Klhl6/Ezr/Trim15/Mog/Unc93b1/Slc15a3/Lpxn/Blnk/Pik3ap1/Fcna/Ifih1/Usp50/Sla2/Lbp/Ada/Tlr2/Alpk1/Tifa/Gbp5/Gbp2/Tlr4/Trim32/Themis2/Tlr1/Tlr6/Tec/Cmklr1/P2rx7/Lat2/Lrch4/Cav1/Tril/Ptpn6/Clec7a/Kcnj8/C5ar2/C5ar1/Kcnn4/Cd79a/Trim30a/Itgam/Fcer2a/Tlr3/Ddx60/Casp1/Nlrx1/Cd276/Tlr8/Tlr7/Tespa1/Lcp2/Nlrp3/Nlrp1b/Ticam1/Oas1c/Oas1b/Oas1a/Cd22/Irf7/Tlr9/Btk",85,"negative vs positive","negative","positive","Immune Response-Activating Signaling Pathway","Immune
Response-Activating
Signaling
Pathway"
"45","BP","GO:0002764","immune response-regulating signaling pathway","88/2342","406/15618",0.216748768472906,1.44542368318098,3.81945846676681,0.000172174761580737,0.00580911532859979,0.00487301224928602,"Rab7b/Ifi203/Traf3ip3/Tnfaip3/Icosl/Appl2/Irak3/Myo1g/Havcr2/Irgm2/Igtp/Cd79b/Cd300lf/Rsad2/Prkch/Btn2a2/Irf4/Syk/Tifab/Pik3r1/Lgals3/Lacc1/Nfam1/Nckap1l/Klhl6/Ezr/Trim15/Mog/Vav1/Unc93b1/Slc15a3/Lpxn/Blnk/Pik3ap1/Fcna/Ifih1/Usp50/Sla2/Lbp/Ada/Tlr2/Fcgr1/Alpk1/Tifa/Gbp5/Gbp2/Tlr4/Trim32/Themis2/Tlr1/Tlr6/Tec/Cmklr1/P2rx7/Lat2/Lrch4/Cav1/Tril/Ptpn6/Clec7a/Kcnj8/C5ar2/C5ar1/Kcnn4/Cd79a/Trim30a/Itgam/Fcer2a/Tlr3/Ddx60/Casp1/Nlrx1/Cd276/Tlr8/Tlr7/Tespa1/Lcp2/Nlrp3/Nlrp1b/Ticam1/Oas1c/Oas1b/Oas1a/Pirb/Cd22/Irf7/Tlr9/Btk",88,"negative vs positive","negative","positive","Immune Response-Regulating Signaling Pathway","Immune
Response-Regulating
Signaling
Pathway"
"46","BP","GO:0002819","regulation of adaptive immune response","45/2342","179/15618",0.251396648044693,1.67647858632024,3.82322285982045,0.000250401753842223,0.00773901556355128,0.00649192097339383,"Arid5a/Fzd5/Slc11a1/Pla2g4a/Fcgr2b/Dusp10/Tnfaip3/Arg1/Vsir/Havcr2/Tnfsf13/Foxj1/Rsad2/Tnfrsf13c/Nckap1l/Samsn1/Ager/Clcf1/Anxa1/Prkcq/Traf2/Dpp4/Ada/Fcgr1/Tnfrsf1b/P2rx7/Ptpn6/Cd4/Clec7a/Hpx/Pagr1a/Fcer2a/Il12rb1/Exosc6/Pdcd1/Il23a/Nlrp3/Il7r/H2-Q6/Il12a/Pf4/Gimap3/Irf7/Ccr2/Btk",45,"negative vs positive","negative","positive","Regulation Of Adaptive Immune Response","Regulation
Of
Adaptive
Immune
Response"
"47","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","42/2342","163/15618",0.257668711656442,1.71830484143907,3.87192306923456,0.000224720206026603,0.0070381750974828,0.00590401662259998,"Arid5a/Fzd5/Slc11a1/Pla2g4a/Fcgr2b/Tnfaip3/Arg1/Vsir/Havcr2/Tnfsf13/Foxj1/Rsad2/Tnfrsf13c/Nckap1l/Ager/Clcf1/Anxa1/Prkcq/Traf2/Dpp4/Ada/Fcgr1/Tnfrsf1b/P2rx7/Ptpn6/Cd4/Clec7a/Hpx/Pagr1a/Fcer2a/Il12rb1/Exosc6/Pdcd1/Il23a/Nlrp3/Il7r/H2-Q6/Il12a/Pf4/Gimap3/Ccr2/Btk",42,"negative vs positive","negative","positive","Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains","Regulation
Of
Adaptive
Immune
Response
Based On
Somatic
Recombination
Of Immune
Receptors
Built From
Immunoglobulin
Superfamily
Domains"
"48","BP","GO:0002831","regulation of response to biotic stimulus","101/2342","455/15618",0.221978021978022,1.48029579301996,4.36697335508124,2.16447448541025e-05,0.00108261697507099,0.000908159931828639,"Casp8/Ikbke/Rab7b/Cd84/Ifi204/Ifi203/Dusp10/Traf3ip3/Tnfaip3/Arg1/Appl2/Irak3/Havcr2/Irgm2/Igtp/Cd300lf/Evpl/Rsad2/Irf4/Syk/Tifab/Cd180/Pik3r1/Lacc1/Parp14/Tap1/Trim15/Vav1/Unc93b1/Slc15a3/Pik3ap1/Fcna/Dpp4/Ifih1/Spi1/Usp50/Sirpa/Lbp/Tlr2/Alpk1/Tifa/Gbp5/Gbp7/Gbp2/Tlr4/Trim32/Fgr/Pla2g5/Isg15/Fgl2/Emilin1/Tlr1/Tlr6/Gbp4/Ptpn11/P2rx7/Ncf1/Lrch4/Cav1/Tril/A2m/Ptpn6/Lag3/Clec7a/Kcnj8/Apoe/Cd37/Trim5/Trim12a/Trim30a/Hpx/Tspan32/Igf2/Tlr3/Ddx60/Il12rb1/Casp1/Nlrx1/Sin3a/Usp27x/Tlr8/Tlr7/Pdcd1/Slamf8/Il23a/Nlrp3/Nlrp1b/Ticam1/Nlrc4/Il12a/Sfn/Oas1c/Oas1b/Oas1a/Gimap3/Trim21/Irf7/Il15/Tlr9/Ccr1/Btk",101,"negative vs positive","negative","positive","Regulation Of Response To Biotic Stimulus","Regulation
Of
Response
To Biotic
Stimulus"
